did,disease,syd,symptom,prediction
35,neoplasm,138.0,lesion,0.073160745
75,osteomyelitis,85.0,swelling,0.07314503
97,encephalopathy,122.0,sleepy,0.0731116
49,exanthema,82.0,pruritus,0.07302035
13,infection,84.0,abscess bacterial,0.07275795
100,candidiasis,83.0,diarrhea,0.07269142
115,malignant neoplasm of lung,337.0,debilitation,0.072660394
75,osteomyelitis,93.0,difficulty passing urine,0.072611116
145,adhesion,189.0,lung nodule,0.072546974
31,systemic infection,53.0,chill,0.07253276
52,mitral valve insufficiency,144.0,thicken,0.072384715
78,failure kidney,119.0,enuresis,0.07234078
7,pneumonia,2.0,shortness of breath,0.072339654
95,lymphoma,142.0,decreased body weight,0.072333165
97,encephalopathy,144.0,thicken,0.07228362
13,infection,53.0,chill,0.07225419
46,obesity,134.0,has religious belief,0.0721412
134,influenza,334.0,uncoordination,0.07197813
70,carcinoma breast,138.0,lesion,0.07194612
1,hypertensive disease,3.0,dizziness,0.071941115
35,neoplasm,98.0,tumor cell invasion,0.07182825
84,deglutition disorder,226.0,stridor,0.07177609
82,hepatitis,170.0,anorexia,0.07175048
101,oral candidiasis,83.0,diarrhea,0.07174632
133,hyperbilirubinemia,77.0,bradycardia,0.07174491
20,degenerative polyarthritis,79.0,nonsmoker,0.071713656
110,tonic-clonic epilepsy,361.0,phonophobia,0.07165552
49,exanthema,80.0,erythema,0.071620554
129,chronic alcoholic intoxication,35.0,tremor,0.07160845
35,neoplasm,144.0,thicken,0.07159501
118,personality disorder,371.0,transsexual,0.0715944
54,bronchitis,223.0,throat sore,0.07157708
137,cholecystitis,11.0,nausea,0.0715413
67,lymphatic diseases,138.0,lesion,0.07150626
128,pericardial effusion body substance,107.0,sputum purulent,0.07147046
59,paranoia,29.0,irritable mood,0.07136727
53,arthritis,2.0,shortness of breath,0.071358025
127,effusion pericardial,78.0,pain,0.07131759
105,glaucoma,190.0,distended abdomen,0.07130971
69,malignant neoplasm of breast,138.0,lesion,0.071298026
57,transient ischemic attack,67.0,facial paresis,0.071279116
136,thrombus,158.0,sore to touch,0.07077978
30,septicemia,90.0,lethargy,0.07077715
140,pancytopenia,251.0,stool color yellow,0.07069096
66,edema pulmonary,2.0,shortness of breath,0.070685565
42,peripheral vascular disease,170.0,anorexia,0.07046657
30,septicemia,53.0,chill,0.070449024
15,anemia,97.0,ecchymosis,0.07039169
17,dementia,47.0,fever,0.07032138
137,cholecystitis,78.0,pain,0.07027091
76,gastritis,78.0,pain,0.07024776
143,tachycardia sinus,385.0,cardiovascular finding,0.07021937
66,edema pulmonary,115.0,hyperkalemia,0.07020502
107,malignant tumor of colon,83.0,diarrhea,0.070194244
14,infection urinary tract,92.0,hemodynamically stable,0.06999431
78,failure kidney,118.0,hypotension,0.06993528
40,carcinoma,133.0,mass of body structure,0.06992599
119,primary carcinoma of the liver cells,213.0,splenomegaly,0.0699128
114,gastroenteritis,322.0,myalgia,0.06962854
77,bacteremia,285.0,indifferent mood,0.069580905
32,sepsis (invertebrate),90.0,lethargy,0.069574654
77,bacteremia,286.0,urinoma,0.06954723
28,cellulitis,84.0,abscess bacterial,0.06947431
72,diverticulitis,149.0,dullness,0.06946617
35,neoplasm,88.0,hematuria,0.06938009
71,schizophrenia,32.0,hallucinations visual,0.06937192
132,neutropenia,46.0,cough,0.06936934
74,ulcer peptic,68.0,hemiplegia,0.06936158
48,cirrhosis,138.0,lesion,0.06934774
97,encephalopathy,260.0,posturing,0.06933457
32,sepsis (invertebrate),53.0,chill,0.06924459
5,coronary arteriosclerosis,13.0,pressure chest,0.069218405
9,accident cerebrovascular,69.0,seizure,0.06917914
10,asthma,49.0,productive cough,0.06907032
116,carcinoma of lung,58.0,haemoptysis,0.06905593
61,incontinence,179.0,aura,0.068913355
34,dehydration,20.0,vomiting,0.06889593
17,dementia,114.0,unsteady gait,0.06885479
1,hypertensive disease,6.0,syncope,0.06880975
111,tonic-clonic seizures,362.0,rolling of eyes,0.068767264
95,lymphoma,330.0,tinnitus,0.06867199
127,effusion pericardial,107.0,sputum purulent,0.068665236
122,spasm bronchial,248.0,scar tissue,0.06859163
62,paroxysmal dyspnea,46.0,cough,0.06849268
82,hepatitis,106.0,transaminitis,0.06846449
47,ischemia,13.0,pressure chest,0.06833864
58,adenocarcinoma,142.0,decreased body weight,0.06821394
25,acquired immuno-deficiency syndrome,142.0,decreased body weight,0.06820143
111,tonic-clonic seizures,363.0,ambidexterity,0.06819503
132,neutropenia,53.0,chill,0.06809627
12,hypercholesterolemia,8.0,sweat,0.06783583
78,failure kidney,18.0,unresponsiveness,0.0678142
135,dependence,90.0,lethargy,0.0677959
84,deglutition disorder,4.0,asthenia,0.06763299
112,respiratory failure,115.0,hyperkalemia,0.067605674
97,encephalopathy,335.0,absences finding,0.06756514
42,peripheral vascular disease,12.0,angina pectoris,0.067542404
2,diabetes,4.0,asthenia,0.0674958
88,pneumonia aspiration,290.0,extreme exhaustion,0.067434035
44,hyperlipidemia,10.0,palpitation,0.067365065
8,failure heart congestive,64.0,dyspnea,0.06736089
115,malignant neoplasm of lung,58.0,haemoptysis,0.067321375
104,fibroid tumor,153.0,hypotonic,0.06722224
24,primary malignant neoplasm,142.0,decreased body weight,0.06717787
61,incontinence,240.0,urge incontinence,0.06717223
108,carcinoma colon,83.0,diarrhea,0.06714637
24,primary malignant neoplasm,117.0,ascites,0.06704766
111,tonic-clonic seizures,35.0,tremor,0.066976644
82,hepatitis,302.0,projectile vomiting,0.06690578
2,diabetes,1.0,pain chest,0.06674904
144,ileus,394.0,flatulence,0.06669435
121,hemorrhoids,279.0,hunger,0.06668469
1,hypertensive disease,7.0,vertigo,0.066634774
126,endocarditis,16.0,orthopnea,0.06644471
67,lymphatic diseases,62.0,night sweat,0.066311434
42,peripheral vascular disease,195.0,sinus rhythm,0.066287726
116,carcinoma of lung,191.0,ache,0.066180006
77,bacteremia,47.0,fever,0.06614438
110,tonic-clonic epilepsy,362.0,rolling of eyes,0.066143565
26,HIV,46.0,cough,0.06609801
129,chronic alcoholic intoxication,27.0,sleeplessness,0.066048436
126,endocarditis,381.0,flare,0.06602969
75,osteomyelitis,47.0,fever,0.0660111
12,hypercholesterolemia,13.0,pressure chest,0.065996826
66,edema pulmonary,267.0,Heberden's node,0.06597613
75,osteomyelitis,158.0,sore to touch,0.065973945
63,hernia,11.0,nausea,0.065802924
30,septicemia,164.0,breech presentation,0.06571175
86,thrombocytopaenia,82.0,pruritus,0.065699786
38,cardiomyopathy,16.0,orthopnea,0.0656765
89,colitis,92.0,hemodynamically stable,0.06565423
72,diverticulitis,276.0,red blotches,0.065606944
67,lymphatic diseases,85.0,swelling,0.06559385
87,hypoglycemia,111.0,unconscious state,0.06558936
89,colitis,316.0,awakening early,0.065552525
13,infection,83.0,diarrhea,0.065500215
77,bacteremia,20.0,vomiting,0.06525692
39,chronic kidney failure,16.0,orthopnea,0.0651481
48,cirrhosis,190.0,distended abdomen,0.06503689
125,pyelonephritis,148.0,pain abdominal,0.06503338
5,coronary arteriosclerosis,44.0,dyspnea on exertion,0.06503118
32,sepsis (invertebrate),164.0,breech presentation,0.06495621
34,dehydration,11.0,nausea,0.06489058
21,hypothyroidism,5.0,fall,0.06488122
3,depression mental,24.0,hallucinations auditory,0.0648269
117,manic disorder,37.0,verbal auditory hallucinations,0.064797044
42,peripheral vascular disease,158.0,sore to touch,0.06477287
112,respiratory failure,49.0,productive cough,0.06467985
84,deglutition disorder,143.0,hoarseness,0.064577565
66,edema pulmonary,60.0,tachypnea,0.06457039
77,bacteremia,18.0,unresponsiveness,0.06456898
18,insufficiency renal,115.0,hyperkalemia,0.064490214
36,embolism pulmonary,175.0,hematocrit decreased,0.06443102
31,systemic infection,164.0,breech presentation,0.064375155
53,arthritis,221.0,atypia,0.06431842
95,lymphoma,106.0,transaminitis,0.064309485
5,coronary arteriosclerosis,16.0,orthopnea,0.06427258
38,cardiomyopathy,51.0,yellow sputum,0.06426513
119,primary carcinoma of the liver cells,227.0,paresis,0.0642517
55,hemiparesis,65.0,dysarthria,0.064234674
7,pneumonia,47.0,fever,0.06420857
122,spasm bronchial,223.0,throat sore,0.06414912
137,cholecystitis,277.0,colic abdominal,0.06413793
105,glaucoma,138.0,lesion,0.064131655
90,diverticulosis,83.0,diarrhea,0.06412793
31,systemic infection,77.0,bradycardia,0.064110465
13,infection,78.0,pain,0.064082414
3,depression mental,23.0,suicidal,0.064072564
129,chronic alcoholic intoxication,69.0,seizure,0.06394754
134,influenza,47.0,fever,0.06390945
109,ketoacidosis diabetic,83.0,diarrhea,0.06384703
111,tonic-clonic seizures,236.0,hirsutism,0.063839376
33,deep vein thrombosis,80.0,erythema,0.06381444
122,spasm bronchial,78.0,pain,0.06381209
145,adhesion,142.0,decreased body weight,0.06380616
135,dependence,69.0,seizure,0.06372959
62,paroxysmal dyspnea,8.0,sweat,0.063724436
65,carcinoma prostate,262.0,dysesthesia,0.06369634
44,hyperlipidemia,2.0,shortness of breath,0.06368455
95,lymphoma,266.0,ataxia,0.06363331
89,colitis,53.0,chill,0.063613586
60,pancreatitis,252.0,rigor - temperature-associated observation,0.063570425
130,pneumothorax,387.0,soft tissue swelling,0.063507155
55,hemiparesis,66.0,speech slurred,0.06350626
42,peripheral vascular disease,21.0,labored breathing,0.06348163
27,hiv infections,142.0,decreased body weight,0.06348066
26,HIV,53.0,chill,0.0633678
37,epilepsy,180.0,myoclonus,0.063365445
4,depressive disorder,24.0,hallucinations auditory,0.06332466
88,pneumonia aspiration,48.0,decreased translucency,0.06331509
54,bronchitis,47.0,fever,0.06323815
144,ileus,144.0,thicken,0.06322866
47,ischemia,76.0,chest discomfort,0.06319521
107,malignant tumor of colon,282.0,urinary hesitation,0.06319337
26,HIV,50.0,pleuritic pain,0.062953666
110,tonic-clonic epilepsy,35.0,tremor,0.06283433
30,septicemia,77.0,bradycardia,0.06281951
105,glaucoma,111.0,unconscious state,0.06280423
54,bronchitis,64.0,dyspnea,0.06279567
54,bronchitis,58.0,haemoptysis,0.06264414
126,endocarditis,84.0,abscess bacterial,0.06264209
88,pneumonia aspiration,47.0,fever,0.06261021
117,manic disorder,25.0,feeling hopeless,0.06258614
59,paranoia,37.0,verbal auditory hallucinations,0.062467054
124,obesity morbid,21.0,labored breathing,0.06244353
120,emphysema pulmonary,284.0,flushing,0.06243438
93,hepatitis B,113.0,abdominal tenderness,0.062421132
133,hyperbilirubinemia,140.0,cushingoid habitus,0.06237533
4,depressive disorder,23.0,suicidal,0.062345248
39,chronic kidney failure,63.0,jugular venous distention,0.06233896
118,personality disorder,24.0,hallucinations auditory,0.062236458
138,hernia hiatal,322.0,myalgia,0.062179413
14,infection urinary tract,91.0,hyponatremia,0.062177744
12,hypercholesterolemia,76.0,chest discomfort,0.062163632
144,ileus,83.0,diarrhea,0.062146917
115,malignant neoplasm of lung,191.0,ache,0.06205775
25,acquired immuno-deficiency syndrome,83.0,diarrhea,0.06202281
137,cholecystitis,328.0,moan,0.062005233
32,sepsis (invertebrate),77.0,bradycardia,0.061964825
72,diverticulitis,116.0,urgency of micturition,0.06195629
40,carcinoma,78.0,pain,0.06194451
82,hepatitis,53.0,chill,0.061898537
146,delusion,200.0,giddy mood,0.061881438
138,hernia hiatal,91.0,hyponatremia,0.06182265
55,hemiparesis,4.0,asthenia,0.061794538
25,acquired immuno-deficiency syndrome,50.0,pleuritic pain,0.06172821
25,acquired immuno-deficiency syndrome,53.0,chill,0.06169401
35,neoplasm,172.0,anosmia,0.061690807
83,hypertension pulmonary,183.0,left atrial hypertrophy,0.06166199
70,carcinoma breast,39.0,difficulty,0.06165498
56,osteoporosis,7.0,vertigo,0.061652094
108,carcinoma colon,282.0,urinary hesitation,0.06162127
38,cardiomyopathy,44.0,dyspnea on exertion,0.061497495
121,hemorrhoids,91.0,hyponatremia,0.061311
12,hypercholesterolemia,6.0,syncope,0.0612121
79,sickle cell anemia,55.0,green sputum,0.061173562
61,incontinence,254.0,moody,0.061113346
7,pneumonia,46.0,cough,0.061104413
89,colitis,11.0,nausea,0.061082054
69,malignant neoplasm of breast,39.0,difficulty,0.061016247
58,adenocarcinoma,160.0,satiety early,0.0610061
62,paroxysmal dyspnea,44.0,dyspnea on exertion,0.06097962
95,lymphoma,58.0,haemoptysis,0.060893275
27,hiv infections,50.0,pleuritic pain,0.0608864
119,primary carcinoma of the liver cells,98.0,tumor cell invasion,0.0608161
95,lymphoma,331.0,hydropneumothorax,0.06080271
129,chronic alcoholic intoxication,25.0,feeling hopeless,0.060793396
17,dementia,90.0,lethargy,0.060776744
147,affect labile,112.0,bedridden,0.060765825
147,affect labile,112.0,bedridden,0.060765825
117,manic disorder,32.0,hallucinations visual,0.060611088
112,respiratory failure,64.0,dyspnea,0.060566053
64,malignant neoplasm of prostate,262.0,dysesthesia,0.06054948
44,hyperlipidemia,76.0,chest discomfort,0.060540248
107,malignant tumor of colon,355.0,dizzy spells,0.060501453
94,parkinson disease,68.0,hemiplegia,0.060500428
143,tachycardia sinus,386.0,cardiovascular event,0.060478877
41,hepatitis C,117.0,ascites,0.060464468
36,embolism pulmonary,108.0,hypoxemia,0.060442682
124,obesity morbid,64.0,dyspnea,0.060408805
110,tonic-clonic epilepsy,236.0,hirsutism,0.06038106
20,degenerative polyarthritis,114.0,unsteady gait,0.06037924
27,hiv infections,53.0,chill,0.060314573
17,dementia,18.0,unresponsiveness,0.060314164
106,neoplasm metastasis,125.0,food intolerance,0.060297165
47,ischemia,212.0,asymptomatic,0.060164504
27,hiv infections,83.0,diarrhea,0.060157437
97,encephalopathy,179.0,aura,0.060054466
114,gastroenteritis,91.0,hyponatremia,0.05999689
3,depression mental,27.0,sleeplessness,0.05978126
26,HIV,83.0,diarrhea,0.059767116
28,cellulitis,155.0,hypesthesia,0.05973703
59,paranoia,34.0,agitation,0.05973485
121,hemorrhoids,83.0,diarrhea,0.0597257
26,HIV,142.0,decreased body weight,0.0597005
18,insufficiency renal,2.0,shortness of breath,0.059679195
144,ileus,113.0,abdominal tenderness,0.05957231
135,dependence,42.0,homelessness,0.05955241
2,diabetes,17.0,rale,0.05951547
56,osteoporosis,238.0,bradykinesia,0.059486575
3,depression mental,22.0,feeling suicidal,0.05948429
2,diabetes,14.0,polyuria,0.05947839
14,infection urinary tract,59.0,distress respiratory,0.059449703
36,embolism pulmonary,64.0,dyspnea,0.0594158
12,hypercholesterolemia,2.0,shortness of breath,0.059377715
52,mitral valve insufficiency,183.0,left atrial hypertrophy,0.059372332
6,coronary heart disease,44.0,dyspnea on exertion,0.059350383
117,manic disorder,369.0,elation,0.059335638
113,melanoma,20.0,vomiting,0.05927888
135,dependence,121.0,muscle twitch,0.059172716
16,chronic obstructive airway disease,109.0,hypercapnia,0.059171576
131,delirium,128.0,drowsiness,0.05915007
72,diverticulitis,84.0,abscess bacterial,0.059138976
108,carcinoma colon,355.0,dizzy spells,0.059062425
91,suicide attempt,23.0,suicidal,0.059051283
94,parkinson disease,18.0,unresponsiveness,0.05904274
58,adenocarcinoma,246.0,hematochezia,0.059011705
66,edema pulmonary,17.0,rale,0.05893849
129,chronic alcoholic intoxication,249.0,neologism,0.058879815
132,neutropenia,59.0,distress respiratory,0.058748662
54,bronchitis,142.0,decreased body weight,0.058678523
90,diverticulosis,99.0,haemorrhage,0.05866736
34,dehydration,169.0,unwell,0.058595423
146,delusion,34.0,agitation,0.058516536
146,delusion,34.0,agitation,0.058516536
83,hypertension pulmonary,44.0,dyspnea on exertion,0.05849607
40,carcinoma,138.0,lesion,0.05848632
141,cholelithiasis,83.0,diarrhea,0.058384463
143,tachycardia sinus,2.0,shortness of breath,0.05836993
85,gout,158.0,sore to touch,0.058315836
28,cellulitis,1.0,pain chest,0.05829188
38,cardiomyopathy,17.0,rale,0.058290813
39,chronic kidney failure,115.0,hyperkalemia,0.05824127
67,lymphatic diseases,142.0,decreased body weight,0.058223564
18,insufficiency renal,117.0,ascites,0.05818533
4,depressive disorder,27.0,sleeplessness,0.058164798
121,hemorrhoids,168.0,clonus,0.058125902
39,chronic kidney failure,20.0,vomiting,0.058096375
52,mitral valve insufficiency,6.0,syncope,0.058082227
4,depressive disorder,22.0,feeling suicidal,0.05798328
137,cholecystitis,117.0,ascites,0.057963323
15,anemia,99.0,haemorrhage,0.057929978
33,deep vein thrombosis,17.0,rale,0.05790965
28,cellulitis,82.0,pruritus,0.05789144
141,cholelithiasis,144.0,thicken,0.057851948
37,epilepsy,18.0,unresponsiveness,0.057826683
38,cardiomyopathy,6.0,syncope,0.057810266
15,anemia,98.0,tumor cell invasion,0.05779416
116,carcinoma of lung,62.0,night sweat,0.057783715
82,hepatitis,82.0,pruritus,0.057754055
142,biliary calculus,144.0,thicken,0.057742793
7,pneumonia,55.0,green sputum,0.057701968
97,encephalopathy,18.0,unresponsiveness,0.057681855
23,malignant neoplasms,78.0,pain,0.05766152
40,carcinoma,98.0,tumor cell invasion,0.057654507
128,pericardial effusion body substance,67.0,facial paresis,0.05758708
55,hemiparesis,233.0,Stahli's line,0.057541426
124,obesity morbid,220.0,"hypothermia, natural",0.05747066
36,embolism pulmonary,51.0,yellow sputum,0.057437345
11,myocardial infarction,2.0,shortness of breath,0.057434913
87,hypoglycemia,14.0,polyuria,0.057426866
35,neoplasm,78.0,pain,0.05740231
90,diverticulosis,78.0,pain,0.05738009
79,sickle cell anemia,81.0,hepatosplenomegaly,0.057369262
58,adenocarcinoma,247.0,egophony,0.057363752
49,exanthema,78.0,pain,0.057330366
100,candidiasis,62.0,night sweat,0.05730967
100,candidiasis,113.0,abdominal tenderness,0.057266686
71,schizophrenia,33.0,worry,0.057244483
109,ketoacidosis diabetic,181.0,gurgle,0.057229754
94,parkinson disease,34.0,agitation,0.057209816
143,tachycardia sinus,8.0,sweat,0.057168525
126,endocarditis,62.0,night sweat,0.05715769
35,neoplasm,142.0,decreased body weight,0.057150334
104,fibroid tumor,47.0,fever,0.057094205
133,hyperbilirubinemia,389.0,para 1,0.057077475
85,gout,43.0,hypokinesia,0.05706084
11,myocardial infarction,1.0,pain chest,0.05705494
61,incontinence,111.0,unconscious state,0.056978703
91,suicide attempt,24.0,hallucinations auditory,0.05695189
59,paranoia,30.0,blackout,0.056928657
126,endocarditis,2.0,shortness of breath,0.056913145
68,stenosis aortic valve,270.0,frothy sputum,0.056882888
37,epilepsy,68.0,hemiplegia,0.056863315
2,diabetes,11.0,nausea,0.05681179
100,candidiasis,110.0,patient non compliance,0.056807738
133,hyperbilirubinemia,165.0,cyanosis,0.05679419
54,bronchitis,57.0,wheezing,0.056663517
68,stenosis aortic valve,77.0,bradycardia,0.05661083
19,confusion,66.0,speech slurred,0.056553833
49,exanthema,85.0,swelling,0.05640672
78,failure kidney,99.0,haemorrhage,0.056402743
126,endocarditis,50.0,pleuritic pain,0.056385238
91,suicide attempt,27.0,sleeplessness,0.056311484
70,carcinoma breast,273.0,estrogen use,0.056297973
72,diverticulitis,20.0,vomiting,0.056265686
56,osteoporosis,6.0,syncope,0.056117464
31,systemic infection,150.0,spontaneous rupture of membranes,0.056063466
17,dementia,6.0,syncope,0.055982932
65,carcinoma prostate,88.0,hematuria,0.055968422
67,lymphatic diseases,53.0,chill,0.055964284
21,hypothyroidism,2.0,shortness of breath,0.055913914
72,diverticulitis,87.0,dysuria,0.055906966
132,neutropenia,213.0,splenomegaly,0.05588129
99,Alzheimer's disease,300.0,frail,0.05587671
75,osteomyelitis,80.0,erythema,0.055854812
88,pneumonia aspiration,69.0,seizure,0.055842668
101,oral candidiasis,110.0,patient non compliance,0.055838894
40,carcinoma,144.0,thicken,0.0558182
101,oral candidiasis,62.0,night sweat,0.055792395
20,degenerative polyarthritis,56.0,non-productive cough,0.055775363
124,obesity morbid,57.0,wheezing,0.055761833
36,embolism pulmonary,176.0,neck stiffness,0.055754695
90,diverticulosis,124.0,lightheadedness,0.05575347
119,primary carcinoma of the liver cells,144.0,thicken,0.055743862
69,malignant neoplasm of breast,273.0,estrogen use,0.055736464
142,biliary calculus,83.0,diarrhea,0.05571509
106,neoplasm metastasis,133.0,mass of body structure,0.05570657
47,ischemia,8.0,sweat,0.05570644
33,deep vein thrombosis,118.0,hypotension,0.05569507
21,hypothyroidism,130.0,prostatism,0.05569502
58,adenocarcinoma,78.0,pain,0.055612076
72,diverticulitis,47.0,fever,0.055559687
59,paranoia,32.0,hallucinations visual,0.05554467
101,oral candidiasis,113.0,abdominal tenderness,0.05533233
144,ileus,11.0,nausea,0.055309314
55,hemiparesis,229.0,focal seizures,0.055270635
106,neoplasm metastasis,148.0,pain abdominal,0.05524421
77,bacteremia,53.0,chill,0.05523999
35,neoplasm,173.0,metastatic lesion,0.055164475
48,cirrhosis,92.0,hemodynamically stable,0.0551389
73,overload fluid,122.0,sleepy,0.055126816
118,personality disorder,27.0,sleeplessness,0.055081774
65,carcinoma prostate,98.0,tumor cell invasion,0.055076454
2,diabetes,15.0,polydypsia,0.055052854
90,diverticulosis,302.0,projectile vomiting,0.055051733
7,pneumonia,51.0,yellow sputum,0.055013023
65,carcinoma prostate,264.0,passed stones,0.05501047
18,insufficiency renal,17.0,rale,0.05500714
47,ischemia,2.0,shortness of breath,0.054889698
39,chronic kidney failure,11.0,nausea,0.054889638
100,candidiasis,142.0,decreased body weight,0.054819975
39,chronic kidney failure,2.0,shortness of breath,0.054782066
146,delusion,29.0,irritable mood,0.054764118
146,delusion,29.0,irritable mood,0.054764118
1,hypertensive disease,8.0,sweat,0.054758783
122,spasm bronchial,64.0,dyspnea,0.054702453
1,hypertensive disease,11.0,nausea,0.05470202
82,hepatitis,59.0,distress respiratory,0.05469957
136,thrombus,287.0,hypoalbuminemia,0.054676812
29,gastroesophageal reflux disease,160.0,satiety early,0.054598693
72,diverticulitis,78.0,pain,0.0545891
112,respiratory failure,2.0,shortness of breath,0.054556124
109,ketoacidosis diabetic,113.0,abdominal tenderness,0.054522216
112,respiratory failure,43.0,hypokinesia,0.05449559
146,delusion,24.0,hallucinations auditory,0.054463416
43,psychotic disorder,23.0,suicidal,0.054459915
92,Pneumocystis carinii pneumonia,176.0,neck stiffness,0.054458864
12,hypercholesterolemia,70.0,numbness,0.054457918
50,benign prostatic hypertrophy,59.0,distress respiratory,0.05436576
51,kidney failure acute,18.0,unresponsiveness,0.054127224
3,depression mental,29.0,irritable mood,0.054074135
134,influenza,360.0,lip smacking,0.05400373
118,personality disorder,29.0,irritable mood,0.05398861
51,kidney failure acute,83.0,diarrhea,0.05392276
18,insufficiency renal,4.0,asthenia,0.05391165
130,pneumothorax,130.0,prostatism,0.053896464
61,incontinence,35.0,tremor,0.053892516
92,Pneumocystis carinii pneumonia,51.0,yellow sputum,0.05384291
119,primary carcinoma of the liver cells,99.0,haemorrhage,0.05377503
81,upper respiratory infection,2.0,shortness of breath,0.053770866
57,transient ischemic attack,233.0,Stahli's line,0.053742588
21,hypothyroidism,128.0,drowsiness,0.05374191
11,myocardial infarction,12.0,angina pectoris,0.053691432
101,oral candidiasis,142.0,decreased body weight,0.053651158
40,carcinoma,127.0,general discomfort,0.05363819
104,fibroid tumor,2.0,shortness of breath,0.053612933
23,malignant neoplasms,138.0,lesion,0.05360072
23,malignant neoplasms,138.0,lesion,0.05360072
36,embolism pulmonary,60.0,tachypnea,0.053567387
43,psychotic disorder,24.0,hallucinations auditory,0.05355629
82,hepatitis,20.0,vomiting,0.05337278
116,carcinoma of lung,181.0,gurgle,0.053362515
7,pneumonia,48.0,decreased translucency,0.053336803
111,tonic-clonic seizures,122.0,sleepy,0.053324927
48,cirrhosis,82.0,pruritus,0.053262614
94,parkinson disease,129.0,stiffness,0.05324061
128,pericardial effusion body substance,184.0,oliguria,0.053216346
4,depressive disorder,29.0,irritable mood,0.05319176
54,bronchitis,45.0,chest tightness,0.053190265
49,exanthema,105.0,arthralgia,0.05315566
135,dependence,25.0,feeling hopeless,0.05315008
123,aphasia,377.0,low back pain,0.053140186
15,anemia,96.0,monoclonal,0.053103566
51,kidney failure acute,220.0,"hypothermia, natural",0.053043146
111,tonic-clonic seizures,254.0,moody,0.053019613
92,Pneumocystis carinii pneumonia,142.0,decreased body weight,0.052969296
52,mitral valve insufficiency,78.0,pain,0.052902453
138,hernia hiatal,127.0,general discomfort,0.05289556
77,bacteremia,288.0,pustule,0.052879795
84,deglutition disorder,187.0,paresthesia,0.052812554
90,diverticulosis,163.0,constipation,0.052802287
6,coronary heart disease,16.0,orthopnea,0.05274535
70,carcinoma breast,159.0,burning sensation,0.05271554
65,carcinoma prostate,87.0,dysuria,0.052709308
124,obesity morbid,12.0,angina pectoris,0.052670226
94,parkinson disease,128.0,drowsiness,0.052637912
92,Pneumocystis carinii pneumonia,49.0,productive cough,0.05257734
62,paroxysmal dyspnea,10.0,palpitation,0.052576877
7,pneumonia,17.0,rale,0.052540727
134,influenza,87.0,dysuria,0.052535143
54,bronchitis,81.0,hepatosplenomegaly,0.05253117
62,paroxysmal dyspnea,9.0,sweating increased,0.052529223
24,primary malignant neoplasm,144.0,thicken,0.052500475
107,malignant tumor of colon,356.0,shooting pain,0.052477382
120,emphysema pulmonary,313.0,clammy skin,0.05246919
21,hypothyroidism,114.0,unsteady gait,0.052445088
74,ulcer peptic,181.0,gurgle,0.05240554
48,cirrhosis,213.0,splenomegaly,0.052344635
69,malignant neoplasm of breast,159.0,burning sensation,0.05233129
64,malignant neoplasm of prostate,264.0,passed stones,0.05229272
39,chronic kidney failure,51.0,yellow sputum,0.05224721
100,candidiasis,123.0,headache,0.052205928
54,bronchitis,21.0,labored breathing,0.05211136
124,obesity morbid,175.0,hematocrit decreased,0.052110773
97,encephalopathy,336.0,tonic seizures,0.052000917
113,melanoma,83.0,diarrhea,0.051978797
95,lymphoma,332.0,superimposition,0.05190098
127,effusion pericardial,184.0,oliguria,0.051835656
59,paranoia,249.0,neologism,0.051830433
47,ischemia,9.0,sweating increased,0.051818628
63,hernia,99.0,haemorrhage,0.051815473
50,benign prostatic hypertrophy,218.0,cachexia,0.05174017
57,transient ischemic attack,7.0,vertigo,0.051737607
29,gastroesophageal reflux disease,127.0,general discomfort,0.051638026
53,arthritis,222.0,general unsteadiness,0.051588085
44,hyperlipidemia,68.0,hemiplegia,0.05157809
105,glaucoma,159.0,burning sensation,0.051540866
40,carcinoma,143.0,hoarseness,0.051496364
101,oral candidiasis,123.0,headache,0.051457867
31,systemic infection,165.0,cyanosis,0.051414102
64,malignant neoplasm of prostate,98.0,tumor cell invasion,0.051394984
119,primary carcinoma of the liver cells,285.0,indifferent mood,0.051375512
111,tonic-clonic seizures,121.0,muscle twitch,0.051358256
30,septicemia,165.0,cyanosis,0.051315285
126,endocarditis,46.0,cough,0.051262993
28,cellulitis,110.0,patient non compliance,0.05126217
108,carcinoma colon,148.0,pain abdominal,0.051230114
115,malignant neoplasm of lung,62.0,night sweat,0.051149577
120,emphysema pulmonary,134.0,has religious belief,0.051144987
24,primary malignant neoplasm,143.0,hoarseness,0.051115166
99,Alzheimer's disease,34.0,agitation,0.05105973
32,sepsis (invertebrate),165.0,cyanosis,0.050988816
144,ileus,133.0,mass of body structure,0.050966516
1,hypertensive disease,12.0,angina pectoris,0.050927352
84,deglutition disorder,256.0,spasm,0.050925285
26,HIV,60.0,tachypnea,0.050887424
49,exanthema,123.0,headache,0.050822005
55,hemiparesis,68.0,hemiplegia,0.050787542
115,malignant neoplasm of lung,17.0,rale,0.05074337
19,confusion,119.0,enuresis,0.050739538
28,cellulitis,156.0,hyperacusis,0.050705146
115,malignant neoplasm of lung,4.0,asthenia,0.05069031
127,effusion pericardial,67.0,facial paresis,0.050674573
1,hypertensive disease,9.0,sweating increased,0.050672665
13,infection,85.0,swelling,0.050649036
75,osteomyelitis,84.0,abscess bacterial,0.05064454
54,bronchitis,62.0,night sweat,0.050638635
